Loyalty#,Customer Name,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Marital Status,LoyaltyStatus,EnrollmentDateOpening,EnrollmentType,Status,MembershipMonths,CLV_log,Income_log,NumFlights_Total,NumFlightsWithCompanions_Total,PointsAccumulated_Total,PointsRedeemed_Total,CompainFlights%,behavior_cluster,value_cluster,final_cluster
565811,Dick Adriance,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,Bachelor,Suburban,Married,Aurora,2019-04-07,Standard,Active,0.4,0.39804915142312947,0.9722838441421645,0.652046783625731,0.47000000000000003,0.6572493599181998,0.2372084037914407,0.3230769230769231,0,0,1
801953,Meg Carmell,Manitoba,Winnipeg,0.38960933373567297,0.4604870464441104,female,Bachelor,Urban,Married,Aurora,2021-12-07,Standard,Active,0.0,0.39804915142312947,0.9722838441421645,0.5935672514619883,0.3,0.44959620857020166,0.0,0.22615384615384615,1,1,2
241391,Gail Partlow,Ontario,Toronto,0.03767991951405314,0.676108482215798,male,College,Urban,Single,Aurora,2015-11-08,Standard,Active,0.9125000000000001,0.3987801027335651,0.0,0.45321637426900585,0.4,0.49179667457952025,0.1526837639431786,0.3938461538461539,0,2,0
331706,Mandy Pabelick,Alberta,Banff,0.46196166227566327,0.23664113960970345,male,Bachelor,Urban,Married,Aurora,2016-04-10,Standard,Active,0.8500000000000001,0.3988486098200852,0.9580860899252491,0.6783625730994152,0.51,0.6557516934751675,0.13013633330155402,0.33692307692307694,0,0,1
287979,Hassie Mcilrath,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,male,High School or Below,Urban,Married,Aurora,2020-04-13,Standard,Cancelled,0.25,0.39885627763276466,0.8233941681396166,0.38888888888888884,0.09,0.3379786361378235,0.24359103020206635,0.10307692307692308,1,1,2
566696,Lawanda Masterton,New Brunswick,Fredericton,0.1679420761892132,0.830825686433379,male,Bachelor,Suburban,Divorced,Aurora,2017-12-23,Standard,Active,0.6000000000000001,0.3989201690969564,0.9538563976568569,0.5555555555555556,0.29,0.5953648164368681,0.1876728000762704,0.23384615384615384,0,0,1
954329,Daniela Bricknell,British Columbia,West Vancouver,0.3576683905922917,0.1444745476011431,female,College,Urban,Single,Aurora,2020-12-21,Standard,Active,0.15000000000000002,0.3990075524529706,0.0,0.12573099415204678,0.16,0.11435398004927443,0.0,0.56,1,2,0
168887,Toshia Stahly,Nova Scotia,Halifax,0.09381017332624264,0.8680823807735384,female,Bachelor,Urban,Divorced,Aurora,2021-02-22,2021 Promotion,Active,0.125,0.39922054757693415,0.9337830683096241,0.6052631578947368,0.37,0.5819592554971772,0.34343999478150045,0.27384615384615385,0,1,1
894799,Alysa Fabionar,Nova Scotia,Halifax,0.09381017332624264,0.8680823807735384,male,High School or Below,Suburban,Married,Aurora,2016-09-14,Standard,Active,0.7875000000000001,0.3999086427687155,0.8654403450164204,0.5350877192982456,0.26,0.5476494106922656,0.6354275908094195,0.21692307692307694,0,0,1
401055,Rudy Dooling,Quebec,Montreal,0.14189944398662568,0.7467379694288839,male,Bachelor,Urban,Married,Aurora,2016-04-11,Standard,Active,0.8500000000000001,0.4002768354490005,0.9908987322006876,0.3128654970760234,0.35000000000000003,0.2714216429510403,0.09400825927914458,0.49846153846153846,1,0,1
498694,Robena Vieth,Ontario,Ottawa,0.13738000291380414,0.7208717348149895,male,Bachelor,Suburban,Married,Aurora,2016-10-29,Standard,Active,0.775,0.40031805949947463,0.9351941098320383,0.6052631578947368,0.37,0.5996008563068663,0.3156063244200692,0.27384615384615385,0,0,1
113558,Andrew Hardung,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,Bachelor,Suburban,Married,Aurora,2018-07-29,Standard,Active,0.5125000000000001,0.40053681644766037,0.9339727845726654,0.4415204678362573,0.46,0.6103052537959089,0.34130994375059587,0.4661538461538462,0,0,1
781187,Leesa Gradney,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,male,Bachelor,Suburban,Married,Aurora,2017-03-09,Standard,Active,0.7125,0.40090176456967574,0.8978875943191218,0.6374269005847953,0.74,0.5508257385197394,0.40121731538303285,0.52,0,0,1
452417,Dahlia Flecther,Alberta,Edmonton,0.5953601051495396,0.26189936585988205,male,Bachelor,Rural,Married,Aurora,2017-06-05,Standard,Active,0.675,0.40122164933016924,0.9149339809998275,0.6929824561403509,0.59,0.5406384894940088,0.5529853330055046,0.38153846153846155,0,0,1
323311,Clay Bless,Quebec,Quebec City,0.2158827247948043,0.7753893404254446,male,College,Suburban,Single,Aurora,2016-08-28,Standard,Active,0.8,0.40145806180305676,0.0,0.39181286549707606,0.25,0.5162746607362857,0.2363603976095258,0.2846153846153846,1,2,0
519300,Pamella Carmen,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,male,College,Urban,Single,Aurora,2018-11-11,Standard,Active,0.4625,0.40156961361663335,0.0,0.35672514619883045,0.33,0.2798204260584412,0.2165426436718166,0.4123076923076923,1,2,0
522618,Aundrea Kouri,Ontario,Trenton,0.06293343400842488,0.6980514440702621,female,College,Suburban,Single,Aurora,2018-05-26,Standard,Active,0.5375,0.40156961361663335,0.0,0.7046783625730993,0.49,0.6109326280381243,0.2165426436718166,0.3107692307692308,0,2,0
583227,Xiomara Meyerson,Ontario,Ottawa,0.13738000291380414,0.7208717348149895,female,College,Urban,Single,Aurora,2019-01-17,Standard,Active,0.4375,0.40161016850166353,0.0,0.5935672514619883,0.42,0.45888704820419035,0.760129659643436,0.316923076923077,0,2,0
222280,Damien Rosson,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,College,Rural,Divorced,Aurora,2021-04-13,2021 Promotion,Active,0.1,0.4016649096382534,0.0,0.11695906432748537,0.11,0.13571110230553013,0.06641042495647069,0.4123076923076923,1,2,0
927937,Shayne Banton,Manitoba,Winnipeg,0.38960933373567297,0.4604870464441104,female,College,Suburban,Divorced,Aurora,2021-04-08,2021 Promotion,Active,0.1,0.4016649096382534,0.0,0.5087719298245614,0.49,0.609147672494919,0.6116432754113332,0.4307692307692308,0,2,0
790450,Alvina Decant,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,Bachelor,Urban,Married,Aurora,2017-01-22,Standard,Active,0.7375,0.4018797309294393,0.9374115848598741,0.5760233918128655,0.16,0.39531794590820846,0.19890511864559868,0.12461538461538461,1,0,1
650420,Angelyn Broadstone,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,College,Suburban,Married,Aurora,2019-08-25,Standard,Active,0.35000000000000003,0.4020210106285562,0.0,0.5350877192982456,0.21,0.5717248270297761,0.42172752407283826,0.1753846153846154,0,2,0
482673,Stacee Manaker,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,Bachelor,Rural,Married,Aurora,2021-06-23,Standard,Active,0.07500000000000001,0.40229782325372243,0.9412985279186609,0.0847953216374269,0.07,0.0820444874051953,0.21047112012082836,0.3584615384615385,1,1,2
708210,Rachal Freyermuth,Ontario,Kingston,0.07026547417201279,0.7112928645835699,female,Bachelor,Urban,Married,Aurora,2015-10-18,Standard,Active,0.925,0.4023929078246731,0.9263985690787113,0.3713450292397661,0.35000000000000003,0.4171524791813693,0.12784822194680143,0.42000000000000004,1,0,1
169129,Lashay Hackl,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,College,Rural,Single,Aurora,2019-01-06,Standard,Active,0.4375,0.4024283046082915,0.0,0.631578947368421,0.18,0.6670428852699885,0.07265757108951233,0.12769230769230772,1,2,0
700918,Lisha Wyles,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,male,Bachelor,Rural,Divorced,Aurora,2017-11-07,Standard,Active,0.6125,0.4035307684952616,0.9331289125929813,0.6403508771929824,0.74,0.7141720583688325,0.12308634107912551,0.5169230769230769,0,0,1
307256,Margarete Demille,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,Doctor,Suburban,Married,Aurora,2015-10-23,Standard,Active,0.925,0.40353983934704196,0.8688212660056012,0.5497076023391813,0.47000000000000003,0.5294825173489759,0.22680402025179264,0.3830769230769231,0,0,1
378857,Markus Comins,British Columbia,Dawson Creek,0.7202590128338189,0.17996615234708147,male,Doctor,Suburban,Married,Aurora,2017-12-14,Standard,Active,0.6000000000000001,0.40353983934704196,0.8688212660056012,0.6842105263157895,0.81,0.5791408455173773,0.2491532482650998,0.5307692307692308,0,0,1
448136,Georgianne Trice,Alberta,Calgary,0.45464428134357915,0.2548567379230384,male,Doctor,Suburban,Married,Aurora,2017-08-05,Standard,Active,0.65,0.40353983934704196,0.8688212660056012,0.783625730994152,0.6900000000000001,0.7594050672405334,0.18209552864906095,0.3953846153846154,0,0,1
791978,Denise Toussand,Ontario,Toronto,0.03767991951405314,0.676108482215798,male,Doctor,Urban,Married,Aurora,2020-01-07,Standard,Active,0.28750000000000003,0.40353983934704196,0.8688212660056012,0.4649122807017544,0.7000000000000001,0.555336430139463,0.0,0.6738461538461539,0,1,1
474272,Salvatore Doyen,Quebec,Tremblant,0.1766740729614762,0.7342424903874907,male,Bachelor,Urban,Married,Aurora,2016-01-29,Standard,Cancelled,0.6125,0.4038098341877645,0.9559183723223664,0.05263157894736842,0.0,0.04682840415819379,0.0,0.0,1,0,1
274817,Perry Louras,Ontario,Sudbury,0.19943179691055546,0.6570440451576334,female,College,Urban,Single,Aurora,2017-08-07,Standard,Active,0.65,0.40392763536569953,0.0,0.5116959064327485,0.31,0.5302984689428688,0.6309818305894396,0.2707692307692308,0,2,0
368675,Verla Brefka,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,College,Rural,Single,Aurora,2021-07-28,Standard,Active,0.0625,0.4040222483854725,0.0,0.07309941520467836,0.02,0.09479416985666154,0.09676804271141197,0.11846153846153847,1,2,0
584463,Arlie Murasso,Ontario,Toronto,0.03767991951405314,0.676108482215798,male,College,Rural,Married,Aurora,2016-10-14,Standard,Active,0.775,0.4041847378648278,0.0,0.5233918128654971,0.48,0.45312778636025486,0.7438318840288825,0.4107692307692308,0,2,0
159800,Bernetta Siok,Nova Scotia,Halifax,0.09381017332624264,0.8680823807735384,female,Bachelor,Rural,Married,Aurora,2015-06-26,Standard,Active,0.9750000000000001,0.40444415156841584,0.9722132926398769,0.1286549707602339,0.23,0.18460936405201758,0.0,0.7861538461538462,1,0,1
160773,Jadwiga Brege,Quebec,Hull,0.1377858380998389,0.7206753033987967,female,Bachelor,Rural,Married,Aurora,2018-11-25,Standard,Active,0.4625,0.40444415156841584,0.9722132926398769,0.7251461988304093,0.59,0.7005537686966089,0.0,0.3646153846153846,0,0,1
496014,Lamonica Hernando,Manitoba,Winnipeg,0.38960933373567297,0.4604870464441104,male,Bachelor,Rural,Married,Aurora,2015-08-03,Standard,Active,0.9500000000000001,0.40444415156841584,0.9722132926398769,0.6578947368421052,0.42,0.4121452801040643,0.10233778745653342,0.2861538461538462,0,0,1
623222,Vanetta Schneller,Manitoba,Winnipeg,0.38960933373567297,0.4604870464441104,female,Bachelor,Rural,Married,Aurora,2017-12-05,Standard,Cancelled,0.5375,0.40444415156841584,0.9722132926398769,0.5263157894736842,0.44,0.5636982841005561,0.3105157784345505,0.3738461538461539,0,0,1
270266,Freeda Walicki,Ontario,Toronto,0.03767991951405314,0.676108482215798,male,College,Rural,Single,Aurora,2017-10-15,Standard,Active,0.625,0.4051564824380529,0.0,0.4415204678362573,0.46,0.5142246016636931,0.11061713775333558,0.4661538461538462,0,2,0
775407,Cindie Koval,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,College,Urban,Single,Aurora,2021-08-04,Standard,Active,0.05,0.40523118995808893,0.0,0.05847953216374269,0.04,0.0344718837206494,0.0,0.2923076923076923,1,2,0
796627,Tinisha Dicocco,British Columbia,Victoria,0.3069133950644849,0.14197941321035823,female,College,Urban,Single,Aurora,2021-02-04,2021 Promotion,Active,0.125,0.40523118995808893,0.0,0.14619883040935672,0.04,0.07600664219139519,0.0,0.12000000000000001,1,2,0
777561,Sumiko Greydanus,Saskatchewan,Regina,0.42062330601303666,0.3696425137673831,male,Bachelor,Rural,Married,Aurora,2019-05-07,Standard,Active,0.3875,0.40599983816850393,0.9499451139482071,0.6403508771929824,0.46,0.5397835025287339,0.40187715451274775,0.32153846153846155,0,0,1
731540,Sherie Konger,Alberta,Banff,0.46196166227566327,0.23664113960970345,male,Doctor,Urban,Single,Aurora,2015-04-03,Standard,Active,1.0,0.4060908548945785,0.8803731134992345,0.45321637426900585,0.38,0.43433899495994377,0.1813177714999674,0.37538461538461537,0,0,1
455319,Qiana Ehn,New Brunswick,Fredericton,0.1679420761892132,0.830825686433379,female,Doctor,Suburban,Married,Aurora,2019-01-17,Standard,Active,0.4375,0.4061478525007485,0.8679197585489673,0.6812865497076023,0.71,0.6474000898094372,0.0,0.4661538461538462,0,0,1
318199,Kasey Alnoor,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,Bachelor,Rural,Married,Aurora,2017-01-20,Standard,Active,0.7375,0.406561537956037,0.9020587428749919,0.4122807017543859,0.28,0.5027764258933132,0.27601095884912014,0.3030769230769231,1,0,1
637396,Clemmie Vogel,Ontario,Thunder Bay,0.30423374392713143,0.5563127033672364,male,Bachelor,Urban,Single,Aurora,2015-11-29,Standard,Active,0.9125000000000001,0.406927324315252,0.9447912463801129,0.5263157894736842,0.6,0.6533855602263826,0.32114596243683863,0.5092307692307693,0,0,1
663133,Mikki Kernell,Manitoba,Winnipeg,0.38960933373567297,0.4604870464441104,female,Doctor,Suburban,Single,Aurora,2017-06-08,Standard,Active,0.675,0.40715517297035975,0.8043992108884923,0.6432748538011696,0.77,0.6415453457621206,0.14077404398593013,0.5353846153846153,0,0,1
678722,Mao Silao,Ontario,Sudbury,0.19943179691055546,0.6570440451576334,male,Master,Urban,Single,Aurora,2020-08-18,Standard,Active,0.2,0.4074914214464749,0.8062053743098465,0.30116959064327486,0.17,0.255658092832853,0.11731588481165733,0.2507692307692308,1,1,2
616183,Eva Holzhueter,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,Bachelor,Urban,Married,Aurora,2019-12-03,Standard,Cancelled,0.1,0.4083263153366379,0.9114218041756428,0.15789473684210525,0.04,0.15212589721677802,0.11049671083992754,0.11230769230769232,1,1,2
356618,Jae Broccoli,Yukon,Whitehorse,1.0,0.0,female,Bachelor,Rural,Single,Aurora,2017-03-08,Standard,Active,0.7125,0.4089980552698922,0.8918713287562721,0.6666666666666666,0.55,0.5425642812872012,0.4038742341600976,0.36923076923076925,0,0,1
934893,Alec Lazenberry,Alberta,Peace River,0.7470150421757369,0.2157704686211166,male,High School or Below,Rural,Married,Aurora,2016-10-30,Standard,Active,0.7625000000000001,0.40926557392926854,0.8605186016684316,0.7222222222222222,0.54,0.5861131525892667,0.0,0.3353846153846154,0,0,1
491369,Wilda Huerto,Quebec,Tremblant,0.1766740729614762,0.7342424903874907,male,Bachelor,Suburban,Single,Aurora,2017-12-10,Standard,Active,0.6000000000000001,0.4093853911082288,0.8798654098165268,0.6169590643274854,0.66,0.3211799466029819,0.17999809324053773,0.4784615384615385,0,0,1
744304,Odell Fredrickson,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,Bachelor,Suburban,Married,Aurora,2016-08-09,Standard,Cancelled,0.5625,0.40971738256704304,0.9831776217347916,0.0935672514619883,0.08,0.06978738079117114,0.0,0.37230769230769234,1,1,2
950336,Scot Reznick,British Columbia,Kelowna,0.38920411874789407,0.18897285156311194,female,Bachelor,Suburban,Married,Aurora,2019-10-06,Standard,Active,0.325,0.40994082974006707,0.9035034539716822,0.4444444444444444,0.37,0.5732356924832758,0.0,0.37230769230769234,1,1,2
721786,Jacquelyne Tahu,Ontario,Trenton,0.06293343400842488,0.6980514440702621,male,Bachelor,Rural,Married,Aurora,2020-01-31,Standard,Active,0.275,0.41064477921881926,0.8650550639050298,0.5672514619883041,0.53,0.6332875393197117,0.8547977580522954,0.4184615384615385,0,1,1
344570,Josefina Levandoski,Ontario,Trenton,0.06293343400842488,0.6980514440702621,female,College,Rural,Single,Aurora,2020-10-15,Standard,Active,0.17500000000000002,0.41073944525747486,0.0,0.13157894736842105,0.1,0.20374217221451033,0.20184052465991945,0.33384615384615385,1,2,0
197192,Marylynn Mohorovich,Ontario,Thunder Bay,0.30423374392713143,0.5563127033672364,male,Bachelor,Rural,Married,Aurora,2019-12-25,Standard,Active,0.30000000000000004,0.4111508262051995,0.9200673504813509,0.6608187134502924,0.43,0.47287940344965956,0.6039058462248672,0.2907692307692308,0,1,1
711864,Wendy Tieng,Ontario,Toronto,0.03767991951405314,0.676108482215798,male,Bachelor,Rural,Married,Aurora,2017-05-17,Standard,Active,0.6875,0.4113959311915214,0.9491297228812422,0.48830409356725146,0.5700000000000001,0.6076521122769613,0.080309697878981,0.5215384615384615,0,0,1
576051,Ruby Conville,Quebec,Tremblant,0.1766740729614762,0.7342424903874907,male,College,Rural,Married,Aurora,2016-03-09,Standard,Active,0.8625,0.4114234817375033,0.0,0.6374269005847953,0.46,0.5757683579279576,0.6943038069958002,0.3230769230769231,0,2,0
272551,Kandra Bienvenue,British Columbia,Whistler,0.40208005473982533,0.14693774291158257,male,Bachelor,Urban,Married,Aurora,2020-12-28,Standard,Cancelled,0.08750000000000001,0.4118713451351952,0.9504737316726443,0.1695906432748538,0.0,0.14094858199098928,0.0,0.0,1,1,2
385861,Clementine Baldacci,Nova Scotia,Halifax,0.09381017332624264,0.8680823807735384,female,Bachelor,Suburban,Married,Aurora,2021-09-07,Standard,Active,0.037500000000000006,0.4119307848223879,0.9407383196075217,0.04678362573099415,0.09,0.08773129510656515,0.0,0.8138461538461539,1,1,2
551961,Imelda Mungin,Quebec,Montreal,0.14189944398662568,0.7467379694288839,male,College,Urban,Single,Aurora,2018-03-03,Standard,Cancelled,0.275,0.4120481588229645,0.0,0.05555555555555555,0.0,0.01156654561957138,0.0,0.0,1,2,0
313708,Kamilah Bustard,Saskatchewan,Regina,0.42062330601303666,0.3696425137673831,female,Bachelor,Suburban,Married,Aurora,2020-12-20,Standard,Active,0.15000000000000002,0.41226658845090913,0.934688845216117,0.18421052631578946,0.17,0.2659881439186401,0.29522156043173053,0.4092307692307693,1,1,2
807970,Richie Legare,Nova Scotia,Halifax,0.09381017332624264,0.8680823807735384,male,Bachelor,Urban,Married,Aurora,2019-06-02,Standard,Cancelled,0.1,0.41226658845090913,0.934688845216117,0.03216374269005848,0.07,0.06684512477698586,0.0,0.8969230769230769,1,1,2
502023,Desire Brzuchalski,British Columbia,Whistler,0.40208005473982533,0.14693774291158257,female,Bachelor,Rural,Married,Aurora,2015-05-19,Standard,Active,0.9875,0.412569204185675,0.9500717819569849,0.4064327485380117,0.23,0.22904341154542718,0.0,0.2523076923076923,1,0,1
713039,Laree Redhouse,Ontario,Trenton,0.06293343400842488,0.6980514440702621,male,Bachelor,Rural,Married,Aurora,2020-10-30,Standard,Active,0.1625,0.4126049895160224,0.8997257983576996,0.1871345029239766,0.26,0.17873496190400498,0.0,0.6153846153846154,1,1,2
937476,Laurence Iglesia,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,Bachelor,Suburban,Married,Aurora,2019-01-01,Standard,Active,0.4375,0.4126211651640048,0.8694600769020799,0.5350877192982456,0.45,0.5464609380901817,0.09506199477146485,0.3769230769230769,0,0,1
792332,Kimberely Dejes,Yukon,Whitehorse,1.0,0.0,female,Bachelor,Rural,Married,Aurora,2015-06-26,Standard,Active,0.9750000000000001,0.41269272057516293,0.875230483183862,0.6169590643274854,0.42,0.5753346159775987,0.15554390313661934,0.3046153846153846,0,0,1
857516,Jacelyn Eisenman,Ontario,Kingston,0.07026547417201279,0.7112928645835699,male,Bachelor,Rural,Single,Aurora,2016-11-13,Standard,Active,0.7625000000000001,0.4127549512793398,0.9516306441548886,0.52046783625731,0.52,0.4805047807096743,0.5178282009724474,0.4476923076923077,0,0,1
180216,Antoinette Valasquez,New Brunswick,Fredericton,0.1679420761892132,0.830825686433379,male,Bachelor,Rural,Married,Aurora,2018-11-02,Standard,Active,0.4625,0.41276279053010745,0.9511608857022902,0.6374269005847953,0.59,0.4718772615591738,0.20881525006146792,0.41384615384615386,0,0,1
301793,Dorcas Orosz,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,Bachelor,Suburban,Married,Aurora,2015-07-18,Standard,Active,0.9625,0.41276279053010745,0.9511608857022902,0.6023391812865497,0.46,0.5836457801218969,0.09501181689087818,0.34153846153846157,0,0,1
802196,Page Conger,Quebec,Quebec City,0.2158827247948043,0.7753893404254446,male,Bachelor,Urban,Married,Aurora,2018-09-08,Standard,Active,0.48750000000000004,0.41276279053010745,0.9511608857022902,0.5292397660818714,0.25,0.5368906725962986,0.1911275471546633,0.21076923076923076,1,0,1
465095,Tynisha Delafuente,Alberta,Banff,0.46196166227566327,0.23664113960970345,female,Bachelor,Urban,Married,Aurora,2020-11-30,Standard,Active,0.15000000000000002,0.4129156184579599,0.9601886596051042,0.19298245614035087,0.31,0.17835429682552564,0.24664937202382448,0.7123076923076923,1,1,2
639117,Terrence Buerstatte,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,Bachelor,Suburban,Married,Aurora,2020-01-27,Standard,Active,0.28750000000000003,0.4129156184579599,0.9601886596051042,0.4766081871345029,0.45,0.4284217662354147,0.34241385712350286,0.42153846153846153,0,1,1
942779,Sonya Tillou,Ontario,Toronto,0.03767991951405314,0.676108482215798,female,Bachelor,Urban,Married,Aurora,2018-03-13,Standard,Active,0.5625,0.41314864181607813,0.9515563209981612,0.4444444444444444,0.54,0.4944465865533536,0.2529968739180395,0.543076923076923,0,0,1
151554,Danuta Hilbner,New Brunswick,Moncton,0.17494631338369793,0.8534730810994458,male,Doctor,Suburban,Single,Aurora,2019-10-10,Standard,Active,0.325,0.41324992594149323,0.8649317412323569,0.49122807017543857,0.67,0.44907681346680994,0.471619390740174,0.6092307692307692,0,1,1
290091,Edwardo Hao,Quebec,Tremblant,0.1766740729614762,0.7342424903874907,female,Doctor,Rural,Single,Aurora,2019-07-18,Standard,Active,0.36250000000000004,0.41324992594149323,0.8649317412323569,0.5994152046783626,0.32,0.5773957678355841,0.15745818928100117,0.23846153846153847,0,1,1
280216,Chas Swinson,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,Bachelor,Suburban,Single,Aurora,2020-07-15,Standard,Active,0.21250000000000002,0.4132650914014282,0.8978735189914301,0.29239766081871343,0.36,0.23346381631695373,0.09990416024807945,0.5476923076923077,1,1,2
452684,Mirtha Constantine,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,female,College,Suburban,Divorced,Aurora,2020-08-17,Standard,Cancelled,0.08750000000000001,0.413690905339974,0.0,0.1286549707602339,0.11,0.19570551940493244,0.0,0.37538461538461537,1,2,0
399555,Shanita Wielgus,Saskatchewan,Regina,0.42062330601303666,0.3696425137673831,female,Bachelor,Suburban,Married,Aurora,2021-04-02,2021 Promotion,Active,0.1,0.41390091968926157,0.9304483393474313,0.0847953216374269,0.07,0.0889669471503196,0.17080550551705798,0.3584615384615385,1,1,2
958941,Milagros Bumgardner,British Columbia,Victoria,0.3069133950644849,0.14197941321035823,male,College,Rural,Married,Aurora,2021-02-14,2021 Promotion,Cancelled,0.08750000000000001,0.41398781649693417,0.0,0.1023391812865497,0.09,0.08134241238033481,0.2064067117933073,0.38461538461538464,1,2,0
475233,Reanna Swallow,New Brunswick,Fredericton,0.1679420761892132,0.830825686433379,female,College,Suburban,Married,Aurora,2016-09-19,Standard,Active,0.7875000000000001,0.41404736168004996,0.0,0.38888888888888884,0.42,0.3790083218356846,0.3786397780130563,0.4815384615384616,0,2,0
715184,Leon Harver,Quebec,Tremblant,0.1766740729614762,0.7342424903874907,female,College,Suburban,Married,Aurora,2020-09-27,Standard,Active,0.1875,0.41404736168004996,0.0,0.1783625730994152,0.11,0.1960620331025566,0.0,0.2723076923076923,1,2,0
907038,Katelyn Surguy,Ontario,Sudbury,0.19943179691055546,0.6570440451576334,female,College,Suburban,Single,Aurora,2020-12-31,Standard,Active,0.1375,0.4145228468016158,0.0,0.23391812865497075,0.21,0.24920855082447477,0.10261376579976016,0.3984615384615385,1,2,0
204375,Helen Oplinger,Quebec,Quebec City,0.2158827247948043,0.7753893404254446,female,Bachelor,Rural,Married,Aurora,2017-10-18,Standard,Active,0.625,0.41464855215596597,0.9191775247912116,0.24853801169590642,0.22,0.26747513882129464,0.0,0.3938461538461539,1,0,1
788515,Pat Trainor,Quebec,Hull,0.1377858380998389,0.7206753033987967,male,College,Urban,Single,Aurora,2019-05-05,Standard,Active,0.3875,0.4147581395780895,0.0,0.4298245614035088,0.49,0.435666338001945,0.13461721803794455,0.5092307692307693,0,2,0
580508,Genevieve Cedars,Nova Scotia,Halifax,0.09381017332624264,0.8680823807735384,female,College,Suburban,Single,Aurora,2021-05-25,Standard,Active,0.08750000000000001,0.41481559744992147,0.0,0.6900584795321637,0.6,0.4702721776373377,0.6346673959185313,0.38923076923076927,0,2,0
926106,Justin Garriott,British Columbia,West Vancouver,0.3576683905922917,0.1444745476011431,female,College,Suburban,Single,Aurora,2016-11-02,Standard,Active,0.7625000000000001,0.4148715848387714,0.0,0.6228070175438597,0.75,0.7962297447844952,0.6444596093150218,0.5384615384615385,0,2,0
531976,Dorsey Sadeghi,British Columbia,Dawson Creek,0.7202590128338189,0.17996615234708147,male,College,Suburban,Single,Aurora,2017-12-13,Standard,Active,0.6000000000000001,0.41490906670239625,0.0,0.5994152046783626,0.42,0.3828478297316416,0.2681380493850701,0.31384615384615383,0,2,0
686397,Ray Maritato,New Brunswick,Fredericton,0.1679420761892132,0.830825686433379,male,College,Suburban,Married,Aurora,2021-04-07,2021 Promotion,Active,0.1,0.41523454054974973,0.0,0.2309941520467836,0.31,0.20271714267821403,0.16714252023423037,0.5969230769230769,1,2,0
899287,Elvie Whetten,Ontario,Toronto,0.03767991951405314,0.676108482215798,male,College,Urban,Single,Aurora,2020-04-19,Standard,Active,0.25,0.41540274560182144,0.0,0.368421052631579,0.34,0.4307696455335531,0.1305628452865408,0.4123076923076923,1,2,0
642901,Lucilla Tustin,British Columbia,Victoria,0.3069133950644849,0.14197941321035823,male,College,Suburban,Single,Aurora,2019-12-01,Standard,Active,0.30000000000000004,0.4155062508899747,0.0,0.5292397660818714,0.46,0.4702290702308114,0.21293736295166366,0.38923076923076927,0,2,0
916478,Detra Quigley,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,Bachelor,Rural,Married,Aurora,2021-02-23,2021 Promotion,Active,0.125,0.4155373446856774,0.9449665876256559,0.5526315789473685,0.49,0.6484054612450374,0.22777245334711554,0.39692307692307693,0,1,1
658310,Nyla Mendiaz,Quebec,Montreal,0.14189944398662568,0.7467379694288839,female,Bachelor,Rural,Married,Aurora,2016-08-19,Standard,Active,0.8,0.41556357778166264,0.9694420466589666,0.3450292397660819,0.42,0.5327422516894031,0.0,0.543076923076923,1,0,1
267474,Jed Francisco,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,male,Bachelor,Rural,Single,Aurora,2017-05-20,Standard,Active,0.6875,0.41565100627476825,0.967056812712884,0.39473684210526316,0.26,0.7297001325236816,0.11538403640907016,0.29384615384615387,1,0,1
822555,Deeanna Scheib,British Columbia,Vancouver,0.3550807543234584,0.14495363380632398,male,College,Rural,Married,Aurora,2016-04-15,Standard,Active,0.8500000000000001,0.4158068625685045,0.0,0.6988304093567251,0.7000000000000001,0.4380156214501331,0.7636094956621222,0.44923076923076927,0,2,0
675057,Reed Vars,Ontario,Trenton,0.06293343400842488,0.6980514440702621,female,Bachelor,Urban,Single,Aurora,2016-03-29,Standard,Active,0.8625,0.41590344656070544,0.9291264892110921,0.5643274853801169,0.3,0.5578599686088215,0.0,0.23846153846153847,1,0,1
